"ID","SX","FLDNAME","TBLNAME","CRFNAME","QUESTION","TEXT","STATUS","DEPRULE","TYPE","LENGTH","DECIML","RANGEVAL","RANGESQL","RANGEPRL","UNITS","CODE","NOTES","LAYOUT","OBJID","COLID","RANGEJSCPT","NAVJSCPT","FTYPE","TAB","DE","MC","VISIBLEVAL","VISIBLE","LOGVISIBLE","MTBLNAME","SUBTBLNAME","POPJSCPT","GRID","DEF","CONF","update_stamp"
"2411","","LSCR18C","LSCR","Life Stressor Checklist - Revised","","18C. Single or Recurrent","","","N","2","0","","","if((($vals{'LSCR18A'}>0&&is_numeric($vals{'LSCR18A'})==1)||(notin($vals{'LSCR18A'},$_n,$_m)&&is_numeric($vals{'LSCR18A'})==0))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required.';}elsif(((is_numeric($vals{'LSCR18A'})==1&&($vals{'LSCR18A'}<=0&&length($vals{'LSCR18A'})>0))||(is_numeric($vals{'LSCR18A'})==0&&in($vals{'LSCR18A'},$_n,$_m)))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif(((is_numeric($vals{'LSCR18A'})==1&&($vals{'LSCR18A'}<=0&&length($vals{'LSCR18A'})>0))||(is_numeric($vals{'LSCR18A'})==0&&in($vals{'LSCR18A'},$_n,$_m)))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},1,2)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","1=Single;2=Recurrent","","radio; missing; indent=1; grid_start; grid_cols=2; grid_indent=1","17226","117","","","R","1","","1","","","","","","","2:1:1:","","{}","2015-01-05 10:24:15.0"
"2412","","LSCR18AGE1","LSCR","Life Stressor Checklist - Revised","","Age at time of event","","","N","2","0","","","if((in($vals{'LSCR18C'},1))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'LSCR18C'},1))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'LSCR18C'},1))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},0..99)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","0..99","","text; missing; subquestion_trigger=(lscr18c:1)","17226","118","","","T","","","1","","","","","","","","","{}","2015-01-05 10:24:15.0"
"2413","","LSCR18AGE2","LSCR","Life Stressor Checklist - Revised","","Age at first event","","","N","2","0","","","if((in($vals{'LSCR18C'},2))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'LSCR18C'},2))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'LSCR18C'},2))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},0..99)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","0..99","","text; missing; subquestion_trigger=(lscr18c:2)","17226","119","","","T","","","1","","","","","","","","","{}","2015-01-05 10:24:15.0"
"2414","","LSCR18AGE3","LSCR","Life Stressor Checklist - Revised","","Age at last event","","","N","2","0","","","if((in($vals{'LSCR18C'},2))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'LSCR18C'},2))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'LSCR18C'},2))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},0..99)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","0..99","","text; missing; subquestion_trigger=(lscr18c:2); grid_end","17226","120","","","T","","","1","","","","","","","-1","","{}","2015-01-05 10:24:15.0"
"2415","","LSCR19A","LSCR","Life Stressor Checklist - Revised","","19A. Have you ever been bothered or harassed by sexual remarks, jokes, or demands for sexual favors by someone at work or school (for example, a co-worker, a boss, a customer, another student, a teacher) where you believed that you or someone else could be killed or seriously harmed?","","","N","2","0","","","if((in($vals{'LSCRCHANGE'},$_n,1))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'LSCRCHANGE'},$_n,1))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'LSCRCHANGE'},$_n,1))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},1,0)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","1=Yes;0=No","","radio; missing; subquestion_trigger=(lscrchange:n,1)","17226","121","","","R","","","1","","","","","","","","","{}","2015-01-05 10:24:15.0"
"2416","","LSCR19B","LSCR","Life Stressor Checklist - Revised","","19B. At that time or shortly after did you experience feelings of intense helplessness, fear, or horror?","","","N","2","0","","","if((($vals{'LSCR19A'}>0&&is_numeric($vals{'LSCR19A'})==1)||(notin($vals{'LSCR19A'},$_n,$_m)&&is_numeric($vals{'LSCR19A'})==0))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required.';}elsif(((is_numeric($vals{'LSCR19A'})==1&&($vals{'LSCR19A'}<=0&&length($vals{'LSCR19A'})>0))||(is_numeric($vals{'LSCR19A'})==0&&in($vals{'LSCR19A'},$_n,$_m)))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif(((is_numeric($vals{'LSCR19A'})==1&&($vals{'LSCR19A'}<=0&&length($vals{'LSCR19A'})>0))||(is_numeric($vals{'LSCR19A'})==0&&in($vals{'LSCR19A'},$_n,$_m)))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},1,0)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","1=Yes;0=No","","radio; missing; indent=1","17226","122","","","R","1","","1","","","","","","","","","{}","2015-01-05 10:24:15.0"
"2417","","LSCR19C","LSCR","Life Stressor Checklist - Revised","","19C. Single or Recurrent","","","N","2","0","","","if((($vals{'LSCR19A'}>0&&is_numeric($vals{'LSCR19A'})==1)||(notin($vals{'LSCR19A'},$_n,$_m)&&is_numeric($vals{'LSCR19A'})==0))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required.';}elsif(((is_numeric($vals{'LSCR19A'})==1&&($vals{'LSCR19A'}<=0&&length($vals{'LSCR19A'})>0))||(is_numeric($vals{'LSCR19A'})==0&&in($vals{'LSCR19A'},$_n,$_m)))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif(((is_numeric($vals{'LSCR19A'})==1&&($vals{'LSCR19A'}<=0&&length($vals{'LSCR19A'})>0))||(is_numeric($vals{'LSCR19A'})==0&&in($vals{'LSCR19A'},$_n,$_m)))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},1,2)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","1=Single;2=Recurrent","","radio; missing; indent=1; grid_start; grid_cols=2; grid_indent=1","17226","123","","","R","1","","1","","","","","","","2:1:1:","","{}","2015-01-05 10:24:15.0"
"2418","","LSCR19AGE1","LSCR","Life Stressor Checklist - Revised","","Age at time of event","","","N","2","0","","","if((in($vals{'LSCR19C'},1))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'LSCR19C'},1))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'LSCR19C'},1))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},0..99)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","0..99","","text; missing; subquestion_trigger=(lscr19c:1)","17226","124","","","T","","","1","","","","","","","","","{}","2015-01-05 10:24:15.0"
"2419","","LSCR19AGE2","LSCR","Life Stressor Checklist - Revised","","Age at first event","","","N","2","0","","","if((in($vals{'LSCR19C'},2))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'LSCR19C'},2))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'LSCR19C'},2))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},0..99)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","0..99","","text; missing; subquestion_trigger=(lscr19c:2)","17226","125","","","T","","","1","","","","","","","","","{}","2015-01-05 10:24:15.0"
"2420","","LSCR19AGE3","LSCR","Life Stressor Checklist - Revised","","Age at last event","","","N","2","0","","","if((in($vals{'LSCR19C'},2))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'LSCR19C'},2))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'LSCR19C'},2))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},0..99)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","0..99","","text; missing; subquestion_trigger=(lscr19c:2); grid_end","17226","126","","","T","","","1","","","","","","","-1","","{}","2015-01-05 10:24:15.0"
"2421","","LSCR20A","LSCR","Life Stressor Checklist - Revised","","20A. Were you ever touched or made to touch someone else in a sexual way because they forced you in some way or threatened to harm you if you didn't?","","","N","2","0","","","if((in($vals{'LSCRCHANGE'},$_n,1))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'LSCRCHANGE'},$_n,1))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'LSCRCHANGE'},$_n,1))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},1,0)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","1=Yes;0=No","","radio; missing; subquestion_trigger=(lscrchange:n,1)","17226","127","","","R","","","1","","","","","","","","","{}","2015-01-05 10:24:15.0"
"2422","","LSCR20B","LSCR","Life Stressor Checklist - Revised","","20B. At that time or shortly after did you experience feelings of intense helplessness, fear, or horror?","","","N","2","0","","","if((($vals{'LSCR20A'}>0&&is_numeric($vals{'LSCR20A'})==1)||(notin($vals{'LSCR20A'},$_n,$_m)&&is_numeric($vals{'LSCR20A'})==0))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required.';}elsif(((is_numeric($vals{'LSCR20A'})==1&&($vals{'LSCR20A'}<=0&&length($vals{'LSCR20A'})>0))||(is_numeric($vals{'LSCR20A'})==0&&in($vals{'LSCR20A'},$_n,$_m)))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif(((is_numeric($vals{'LSCR20A'})==1&&($vals{'LSCR20A'}<=0&&length($vals{'LSCR20A'})>0))||(is_numeric($vals{'LSCR20A'})==0&&in($vals{'LSCR20A'},$_n,$_m)))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},1,0)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","1=Yes;0=No","","radio; missing; indent=1","17226","128","","","R","1","","1","","","","","","","","","{}","2015-01-05 10:24:15.0"
"2423","","LSCR20C","LSCR","Life Stressor Checklist - Revised","","20C. Single or Recurrent","","","N","2","0","","","if((($vals{'LSCR20A'}>0&&is_numeric($vals{'LSCR20A'})==1)||(notin($vals{'LSCR20A'},$_n,$_m)&&is_numeric($vals{'LSCR20A'})==0))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required.';}elsif(((is_numeric($vals{'LSCR20A'})==1&&($vals{'LSCR20A'}<=0&&length($vals{'LSCR20A'})>0))||(is_numeric($vals{'LSCR20A'})==0&&in($vals{'LSCR20A'},$_n,$_m)))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif(((is_numeric($vals{'LSCR20A'})==1&&($vals{'LSCR20A'}<=0&&length($vals{'LSCR20A'})>0))||(is_numeric($vals{'LSCR20A'})==0&&in($vals{'LSCR20A'},$_n,$_m)))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},1,2)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","1=Single;2=Recurrent","","radio; missing; indent=1; grid_start; grid_cols=2; grid_indent=1","17226","129","","","R","1","","1","","","","","","","2:1:1:","","{}","2015-01-05 10:24:15.0"
"2424","","LSCR20AGE1","LSCR","Life Stressor Checklist - Revised","","Age at time of event","","","N","2","0","","","if((in($vals{'LSCR20C'},1))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'LSCR20C'},1))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'LSCR20C'},1))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},0..99)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","0..99","","text; missing; subquestion_trigger=(lscr20c:1)","17226","130","","","T","","","1","","","","","","","","","{}","2015-01-05 10:24:15.0"
"2425","","LSCR20AGE2","LSCR","Life Stressor Checklist - Revised","","Age at first event","","","N","2","0","","","if((in($vals{'LSCR20C'},2))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'LSCR20C'},2))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'LSCR20C'},2))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},0..99)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","0..99","","text; missing; subquestion_trigger=(lscr20c:2)","17226","131","","","T","","","1","","","","","","","","","{}","2015-01-05 10:24:15.0"
"2426","","LSCR20AGE3","LSCR","Life Stressor Checklist - Revised","","Age at last event","","","N","2","0","","","if((in($vals{'LSCR20C'},2))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'LSCR20C'},2))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'LSCR20C'},2))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},0..99)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","0..99","","text; missing; subquestion_trigger=(lscr20c:2); grid_end","17226","132","","","T","","","1","","","","","","","-1","","{}","2015-01-05 10:24:15.0"
"2427","","LSCR21A","LSCR","Life Stressor Checklist - Revised","","21A. Did you ever have sex (oral, anal, genital) when you didn't want to because someone forced you in some way or threatened to harm you if you didn't?","","","N","2","0","","","if((in($vals{'LSCRCHANGE'},$_n,1))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'LSCRCHANGE'},$_n,1))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'LSCRCHANGE'},$_n,1))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},1,0)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","1=Yes;0=No","","radio; missing; subquestion_trigger=(lscrchange:n,1)","17226","133","","","R","","","1","","","","","","","","","{}","2015-01-05 10:24:15.0"
"2428","","LSCR21B","LSCR","Life Stressor Checklist - Revised","","21B. At that time or shortly after did you experience feelings of intense helplessness, fear, or horror?","","","N","2","0","","","if((($vals{'LSCR21A'}>0&&is_numeric($vals{'LSCR21A'})==1)||(notin($vals{'LSCR21A'},$_n,$_m)&&is_numeric($vals{'LSCR21A'})==0))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required.';}elsif(((is_numeric($vals{'LSCR21A'})==1&&($vals{'LSCR21A'}<=0&&length($vals{'LSCR21A'})>0))||(is_numeric($vals{'LSCR21A'})==0&&in($vals{'LSCR21A'},$_n,$_m)))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif(((is_numeric($vals{'LSCR21A'})==1&&($vals{'LSCR21A'}<=0&&length($vals{'LSCR21A'})>0))||(is_numeric($vals{'LSCR21A'})==0&&in($vals{'LSCR21A'},$_n,$_m)))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},1,0)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","1=Yes;0=No","","radio; missing; indent=1","17226","134","","","R","1","","1","","","","","","","","","{}","2015-01-05 10:24:15.0"
"2429","","LSCR21C","LSCR","Life Stressor Checklist - Revised","","21C. Single or Recurrent","","","N","2","0","","","if((($vals{'LSCR21A'}>0&&is_numeric($vals{'LSCR21A'})==1)||(notin($vals{'LSCR21A'},$_n,$_m)&&is_numeric($vals{'LSCR21A'})==0))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required.';}elsif(((is_numeric($vals{'LSCR21A'})==1&&($vals{'LSCR21A'}<=0&&length($vals{'LSCR21A'})>0))||(is_numeric($vals{'LSCR21A'})==0&&in($vals{'LSCR21A'},$_n,$_m)))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif(((is_numeric($vals{'LSCR21A'})==1&&($vals{'LSCR21A'}<=0&&length($vals{'LSCR21A'})>0))||(is_numeric($vals{'LSCR21A'})==0&&in($vals{'LSCR21A'},$_n,$_m)))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},1,2)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","1=Single;2=Recurrent","","radio; missing; indent=1; grid_start; grid_cols=2; grid_indent=1","17226","135","","","R","1","","1","","","","","","","2:1:1:","","{}","2015-01-05 10:24:15.0"
"2430","","LSCR21AGE1","LSCR","Life Stressor Checklist - Revised","","Age at time of event","","","N","2","0","","","if((in($vals{'LSCR21C'},1))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'LSCR21C'},1))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'LSCR21C'},1))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},0..99)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","0..99","","text; missing; subquestion_trigger=(lscr21c:1)","17226","136","","","T","","","1","","","","","","","","","{}","2015-01-05 10:24:15.0"
"2431","","LSCR21AGE2","LSCR","Life Stressor Checklist - Revised","","Age at first event","","","N","2","0","","","if((in($vals{'LSCR21C'},2))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'LSCR21C'},2))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'LSCR21C'},2))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},0..99)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","0..99","","text; missing; subquestion_trigger=(lscr21c:2)","17226","137","","","T","","","1","","","","","","","","","{}","2015-01-05 10:24:15.0"
"2432","","LSCR21AGE3","LSCR","Life Stressor Checklist - Revised","","Age at last event","","","N","2","0","","","if((in($vals{'LSCR21C'},2))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'LSCR21C'},2))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'LSCR21C'},2))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},0..99)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","0..99","","text; missing; subquestion_trigger=(lscr21c:2); grid_end","17226","138","","","T","","","1","","","","","","","-1","","{}","2015-01-05 10:24:15.0"
"2433","","LSCR22A","LSCR","Life Stressor Checklist - Revised","","22A. Have you ever been exposed to war events, such as shelling, fire fights, explosions, missile or artillery alarm, where you believed you or someone else could be killed or seriously harmed?","","","N","2","0","","","if((in($vals{'LSCRCHANGE'},$_n,1))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'LSCRCHANGE'},$_n,1))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'LSCRCHANGE'},$_n,1))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},1,0)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","1=Yes;0=No","","radio; missing; subquestion_trigger=(lscrchange:n,1)","17226","139","","","R","","","1","","","","","","","","","{}","2015-01-05 10:24:15.0"
"2434","","LSCR22B","LSCR","Life Stressor Checklist - Revised","","22B. At that time or shortly after did you experience feelings of intense helplessness, fear, or horror?","","","N","2","0","","","if((($vals{'LSCR22A'}>0&&is_numeric($vals{'LSCR22A'})==1)||(notin($vals{'LSCR22A'},$_n,$_m)&&is_numeric($vals{'LSCR22A'})==0))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required.';}elsif(((is_numeric($vals{'LSCR22A'})==1&&($vals{'LSCR22A'}<=0&&length($vals{'LSCR22A'})>0))||(is_numeric($vals{'LSCR22A'})==0&&in($vals{'LSCR22A'},$_n,$_m)))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif(((is_numeric($vals{'LSCR22A'})==1&&($vals{'LSCR22A'}<=0&&length($vals{'LSCR22A'})>0))||(is_numeric($vals{'LSCR22A'})==0&&in($vals{'LSCR22A'},$_n,$_m)))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},1,0)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","1=Yes;0=No","","radio; missing; indent=1","17226","140","","","R","1","","1","","","","","","","","","{}","2015-01-05 10:24:15.0"
"2435","","LSCR22C","LSCR","Life Stressor Checklist - Revised","","22C. Single or Recurrent","","","N","2","0","","","if((($vals{'LSCR22A'}>0&&is_numeric($vals{'LSCR22A'})==1)||(notin($vals{'LSCR22A'},$_n,$_m)&&is_numeric($vals{'LSCR22A'})==0))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required.';}elsif(((is_numeric($vals{'LSCR22A'})==1&&($vals{'LSCR22A'}<=0&&length($vals{'LSCR22A'})>0))||(is_numeric($vals{'LSCR22A'})==0&&in($vals{'LSCR22A'},$_n,$_m)))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif(((is_numeric($vals{'LSCR22A'})==1&&($vals{'LSCR22A'}<=0&&length($vals{'LSCR22A'})>0))||(is_numeric($vals{'LSCR22A'})==0&&in($vals{'LSCR22A'},$_n,$_m)))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},1,2)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","1=Single;2=Recurrent","","radio; missing; indent=1; grid_start; grid_cols=2; grid_indent=1","17226","141","","","R","1","","1","","","","","","","2:1:1:","","{}","2015-01-05 10:24:15.0"
"2436","","LSCR22AGE1","LSCR","Life Stressor Checklist - Revised","","Age at time of event","","","N","2","0","","","if((in($vals{'LSCR22C'},1))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'LSCR22C'},1))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'LSCR22C'},1))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},0..99)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","0..99","","text; missing; subquestion_trigger=(lscr22c:1)","17226","142","","","T","","","1","","","","","","","","","{}","2015-01-05 10:24:15.0"
"2437","","LSCR22AGE2","LSCR","Life Stressor Checklist - Revised","","Age at first event","","","N","2","0","","","if((in($vals{'LSCR22C'},2))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'LSCR22C'},2))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'LSCR22C'},2))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},0..99)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","0..99","","text; missing; subquestion_trigger=(lscr22c:2)","17226","143","","","T","","","1","","","","","","","","","{}","2015-01-05 10:24:15.0"
"2438","","LSCR22AGE3","LSCR","Life Stressor Checklist - Revised","","Age at last event","","","N","2","0","","","if((in($vals{'LSCR22C'},2))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'LSCR22C'},2))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'LSCR22C'},2))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},0..99)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","0..99","","text; missing; subquestion_trigger=(lscr22c:2); grid_end","17226","144","","","T","","","1","","","","","","","-1","","{}","2015-01-05 10:24:15.0"
"2439","","LSCR23A","LSCR","Life Stressor Checklist - Revised","","23A. Have you had to engage in combat or have you been in a situation that involved a threat to your life while in the military (reserve) service, where you believed you or someone else could be killed or seriously harmed?","","","N","2","0","","","if((in($vals{'LSCRCHANGE'},$_n,1))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'LSCRCHANGE'},$_n,1))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'LSCRCHANGE'},$_n,1))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},1,0)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","1=Yes;0=No","","radio; missing; subquestion_trigger=(lscrchange:n,1)","17226","145","","","R","","","1","","","","","","","","","{}","2015-01-05 10:24:15.0"
