"ID","USERDATE","USERDATE2","MEDNAME","update_stamp"
"823","2012-12-03","","Lexapro","2013-02-21 09:35:12.0"
"824","2012-12-03","","Librax","2013-02-21 09:35:12.0"
"825","2012-12-03","","Librium","2013-02-21 09:35:12.0"
"826","2012-12-03","","Lidex","2013-02-21 09:35:12.0"
"827","2012-12-03","","Lidocaine","2013-02-21 09:35:12.0"
"828","2012-12-03","","Lidocaineepinephrine","2013-02-21 09:35:12.0"
"829","2012-12-03","","Lidoderm","2013-02-21 09:35:12.0"
"830","2012-12-03","","Liothyronine","2013-02-21 09:35:12.0"
"831","2012-12-03","","Lipitor","2013-02-21 09:35:12.0"
"832","2012-12-03","","Lipitrol","2013-02-21 09:35:12.0"
"833","2012-12-03","","Lipofen","2013-02-21 09:35:12.0"
"834","2012-12-03","","Lipoflavonoid","2013-02-21 09:35:12.0"
"835","2012-12-03","","Lipoic acid","2013-02-21 09:35:12.0"
"836","2012-12-03","","Liquid tears","2013-02-21 09:35:12.0"
"837","2012-12-03","","Lisinopril","2013-02-21 09:35:12.0"
"838","2012-12-03","","Lisinoprilhctz","2013-02-21 09:35:12.0"
"839","2012-12-03","","Lithium","2013-02-21 09:35:12.0"
"840","2012-12-03","","Lodine","2013-02-21 09:35:12.0"
"841","2012-12-03","","Lomotil","2013-02-21 09:35:12.0"
"842","2012-12-03","","Lonox","2013-02-21 09:35:12.0"
"843","2012-12-03","","Loperamide","2013-02-21 09:35:12.0"
"844","2012-12-03","","Lopid","2013-02-21 09:35:12.0"
"845","2012-12-03","","Lopressor","2013-02-21 09:35:12.0"
"846","2012-12-03","","Loprox","2013-02-21 09:35:12.0"
"847","2012-12-03","","Loratab","2013-02-21 09:35:12.0"
"848","2012-12-03","","Loratadine","2013-02-21 09:35:12.0"
"849","2012-12-03","","Lorazepam","2013-02-21 09:35:12.0"
"850","2012-12-03","","Lortab","2013-02-21 09:35:12.0"
"851","2012-12-03","","Lortab 7.5500","2013-02-21 09:35:12.0"
"852","2012-12-03","","Losartan","2013-02-21 09:35:12.0"
"853","2012-12-03","","Losartan potassium","2013-02-21 09:35:12.0"
"854","2012-12-03","","Losartin","2013-02-21 09:35:12.0"
"855","2012-12-03","","Losec","2013-02-21 09:35:12.0"
"856","2012-12-03","","Lotemax","2013-02-21 09:35:12.0"
"857","2012-12-03","","Lotensin","2013-02-21 09:35:12.0"
"858","2012-12-03","","Lotension","2013-02-21 09:35:12.0"
"859","2012-12-03","","Lotrel","2013-02-21 09:35:12.0"
"860","2012-12-03","","Lotril","2013-02-21 09:35:12.0"
"861","2012-12-03","","Lovastatin","2013-02-21 09:35:12.0"
"862","2012-12-03","","Lovenox","2013-02-21 09:35:12.0"
"863","2012-12-03","","Lozol","2013-02-21 09:35:12.0"
"864","2012-12-03","","Lumigan","2013-02-21 09:35:12.0"
"865","2012-12-03","","Lunesta","2013-02-21 09:35:12.0"
"866","2012-12-03","","Lupron","2013-02-21 09:35:12.0"
"867","2012-12-03","","Lupron depot","2013-02-21 09:35:12.0"
"868","2012-12-03","","Lupron depot-3 month","2013-02-21 09:35:12.0"
"869","2012-12-03","","Lutein","2013-02-21 09:35:12.0"
"870","2012-12-03","","Lycopene","2013-02-21 09:35:12.0"
"871","2012-12-03","","Lyrica","2013-02-21 09:35:12.0"
"872","2012-12-03","","Lysine","2013-02-21 09:35:12.0"
"873","2012-12-03","","Maalox","2013-02-21 09:35:12.0"
"874","2012-12-03","","Macrobid","2013-02-21 09:35:12.0"
"875","2012-12-03","","Macrodantin","2013-02-21 09:35:12.0"
"876","2012-12-03","","Mag-ox","2013-02-21 09:35:12.0"
"877","2012-12-03","","Magnesium","2013-02-21 09:35:12.0"
"878","2012-12-03","","Magnesium chelate","2013-02-21 09:35:12.0"
"879","2012-12-03","","Magnesium citrate","2013-02-21 09:35:12.0"
"880","2012-12-03","","Magnesium gluconate","2013-02-21 09:35:12.0"
"881","2012-12-03","","Magnesium hydroxide","2013-02-21 09:35:12.0"
"882","2012-12-03","","Magnesium oxide","2013-02-21 09:35:12.0"
"883","2012-12-03","","Magnesium sulfate","2013-02-21 09:35:12.0"
"884","2012-12-03","","Marcaine","2013-02-21 09:35:12.0"
"885","2012-12-03","","Marcaine with epinephrine","2013-02-21 09:35:12.0"
"886","2012-12-03","","Mavik","2013-02-21 09:35:12.0"
"887","2012-12-03","","Maxalt","2013-02-21 09:35:12.0"
"888","2012-12-03","","Maxzide","2013-02-21 09:35:12.0"
"889","2012-12-03","","Meclizine","2013-02-21 09:35:12.0"
"890","2012-12-03","","Medicated shampoos","2013-02-21 09:35:12.0"
"891","2012-12-03","","Medroxyprogesterone","2013-02-21 09:35:12.0"
"892","2012-12-03","","Megace","2013-02-21 09:35:12.0"
"893","2012-12-03","","Megestrol","2013-02-21 09:35:12.0"
"894","2012-12-03","","Melatonin","2013-02-21 09:35:12.0"
"895","2012-12-03","","Meloxicam","2013-02-21 09:35:12.0"
"896","2012-12-03","","Memantine","2013-02-21 09:35:12.0"
"897","2012-12-03","","Memorall","2013-02-21 09:35:12.0"
"898","2012-12-03","","Menest","2013-02-21 09:35:12.0"
"899","2012-12-03","","Menostar","2013-02-21 09:35:12.0"
"900","2012-12-03","","Mesalamine","2013-02-21 09:35:12.0"
"901","2012-12-03","","Metamucil","2013-02-21 09:35:12.0"
"902","2012-12-03","","Metanx","2013-02-21 09:35:12.0"
"903","2012-12-03","","Metaproterenol","2013-02-21 09:35:12.0"
"904","2012-12-03","","Metformin","2013-02-21 09:35:12.0"
"905","2012-12-03","","Metformin er","2013-02-21 09:35:12.0"
"906","2012-12-03","","Methimazole","2013-02-21 09:35:12.0"
"907","2012-12-03","","Methocarbamol","2013-02-21 09:35:12.0"
"908","2012-12-03","","Methotrexate","2013-02-21 09:35:12.0"
"909","2012-12-03","","Methylin","2013-02-21 09:35:12.0"
"910","2012-12-03","","Methylphenidate","2013-02-21 09:35:12.0"
"911","2012-12-03","","Methylprednisolone","2013-02-21 09:35:12.0"
"912","2012-12-03","","Metoclopramide","2013-02-21 09:35:12.0"
"913","2012-12-03","","Metolazone","2013-02-21 09:35:12.0"
"914","2012-12-03","","Metoprolol","2013-02-21 09:35:12.0"
"915","2012-12-03","","Metoprolol succinate","2013-02-21 09:35:12.0"
"916","2012-12-03","","Metoprolol tartrate","2013-02-21 09:35:12.0"
"917","2012-12-03","","Metrocream","2013-02-21 09:35:12.0"
"918","2012-12-03","","Metrogel","2013-02-21 09:35:12.0"
"919","2012-12-03","","Metrolotion","2013-02-21 09:35:12.0"
"920","2012-12-03","","Metronidazole","2013-02-21 09:35:12.0"
"921","2012-12-03","","Mevacor","2013-02-21 09:35:12.0"
"922","2012-12-03","","Miacalcic","2013-02-21 09:35:12.0"
"923","2012-12-03","","Miacalcin","2013-02-21 09:35:12.0"
"924","2012-12-03","","Micardis","2013-02-21 09:35:12.0"
"925","2012-12-03","","Miconazole nitrate","2013-02-21 09:35:12.0"
"926","2012-12-03","","Micronase","2013-02-21 09:35:12.0"
"927","2012-12-03","","Microzide","2013-02-21 09:35:12.0"
"928","2012-12-03","","Midazolam","2013-02-21 09:35:12.0"
"929","2012-12-03","","Midodrine","2013-02-21 09:35:12.0"
"930","2012-12-03","","Midrin","2013-02-21 09:35:12.0"
"931","2012-12-03","","Migraine formula","2013-02-21 09:35:12.0"
"932","2012-12-03","","Milk of magnesia","2013-02-21 09:35:12.0"
"933","2012-12-03","","Minipress","2013-02-21 09:35:12.0"
"934","2012-12-03","","Minocycline","2013-02-21 09:35:12.0"
"935","2012-12-03","","Minoxidil","2013-02-21 09:35:12.0"
"936","2012-12-03","","Miralax","2013-02-21 09:35:12.0"
"937","2012-12-03","","Mirapex","2013-02-21 09:35:12.0"
"938","2012-12-03","","Mirtazapine","2013-02-21 09:35:12.0"
"939","2012-12-03","","Misoprostol","2013-02-21 09:35:12.0"
"940","2012-12-03","","Mobic","2013-02-21 09:35:12.0"
"941","2012-12-03","","Moexipril","2013-02-21 09:35:12.0"
"942","2012-12-03","","Mometasone","2013-02-21 09:35:12.0"
"943","2012-12-03","","Mometasone furoate","2013-02-21 09:35:12.0"
"944","2012-12-03","","Monopril","2013-02-21 09:35:12.0"
"945","2012-12-03","","Montelukast","2013-02-21 09:35:12.0"
"946","2012-12-03","","Morphine","2013-02-21 09:35:12.0"
"947","2012-12-03","","Morphine sulfate","2013-02-21 09:35:12.0"
"948","2012-12-03","","Motilium","2013-02-21 09:35:12.0"
"949","2012-12-03","","Motrin","2013-02-21 09:35:12.0"
"950","2012-12-03","","Motrin ib","2013-02-21 09:35:12.0"
"951","2012-12-03","","Move free","2013-02-21 09:35:12.0"
"952","2012-12-03","","Moxifloxacin","2013-02-21 09:35:12.0"
"953","2012-12-03","","Msm","2013-02-21 09:35:12.0"
"954","2012-12-03","","Msm with glucosamine","2013-02-21 09:35:12.0"
"955","2012-12-03","","Mtv","2013-02-21 09:35:12.0"
"956","2012-12-03","","Mucinex","2013-02-21 09:35:12.0"
"957","2012-12-03","","Mucinex dm","2013-02-21 09:35:12.0"
"958","2012-12-03","","Multivitamins","2013-02-21 09:35:12.0"
"959","2012-12-03","","Multivitamins with minerals","2013-02-21 09:35:12.0"
"960","2012-12-03","","Mupirocin","2013-02-21 09:35:12.0"
"961","2012-12-03","","Muscle relaxants","2013-02-21 09:35:12.0"
"962","2012-12-03","","Mvi","2013-02-21 09:35:12.0"
"963","2012-12-03","","Mycalcium","2013-02-21 09:35:12.0"
"964","2012-12-03","","Mycostatin","2013-02-21 09:35:12.0"
"965","2012-12-03","","Mylanta","2013-02-21 09:35:12.0"
"966","2012-12-03","","N-acetylcysteine","2013-02-21 09:35:12.0"
"967","2012-12-03","","Nabumetone","2013-02-21 09:35:12.0"
"968","2012-12-03","","Nac","2013-02-21 09:35:12.0"
"969","2012-12-03","","Nacl","2013-02-21 09:35:12.0"
"970","2012-12-03","","Nadh","2013-02-21 09:35:12.0"
"971","2012-12-03","","Nadolol","2013-02-21 09:35:12.0"
"972","2012-12-03","","Naftin","2013-02-21 09:35:12.0"
"973","2012-12-03","","Namenda","2013-02-21 09:35:12.0"
"974","2012-12-03","","Naphcon","2013-02-21 09:35:12.0"
"975","2012-12-03","","Naphcon-a","2013-02-21 09:35:12.0"
"976","2012-12-03","","Naprosyn","2013-02-21 09:35:12.0"
"977","2012-12-03","","Naproxen","2013-02-21 09:35:12.0"
"978","2012-12-03","","Narcan","2013-02-21 09:35:12.0"
"979","2012-12-03","","Nasacort","2013-02-21 09:35:12.0"
"980","2012-12-03","","Nasalcrom","2013-02-21 09:35:12.0"
"981","2012-12-03","","Nasarel","2013-02-21 09:35:12.0"
"982","2012-12-03","","Nascobal","2013-02-21 09:35:12.0"
"983","2012-12-03","","Nasonex","2013-02-21 09:35:12.0"
"984","2012-12-03","","Neo-synephrine","2013-02-21 09:35:12.0"
"985","2012-12-03","","Neosporin","2013-02-21 09:35:12.0"
"986","2012-12-03","","Neostigmine","2013-02-21 09:35:12.0"
"987","2012-12-03","","Neurontin","2013-02-21 09:35:12.0"
"988","2012-12-03","","Neurotin","2013-02-21 09:35:12.0"
"989","2012-12-03","","Nevanac","2013-02-21 09:35:12.0"
"990","2012-12-03","","Nexium","2013-02-21 09:35:12.0"
"991","2012-12-03","","Nexum","2013-02-21 09:35:12.0"
"992","2012-12-03","","Niacin","2013-02-21 09:35:12.0"
"993","2012-12-03","","Niacinamide","2013-02-21 09:35:12.0"
"994","2012-12-03","","Niaspan","2013-02-21 09:35:12.0"
"995","2012-12-03","","Nicardipine","2013-02-21 09:35:12.0"
"996","2012-12-03","","Nicotine","2013-02-21 09:35:12.0"
"997","2012-12-03","","Nifediac","2013-02-21 09:35:12.0"
"998","2012-12-03","","Nifedical","2013-02-21 09:35:12.0"
"999","2012-12-03","","Nifedical xl","2013-02-21 09:35:12.0"
"1000","2012-12-03","","Nifedipine","2013-02-21 09:35:12.0"
"1001","2012-12-03","","Nifedipine er","2013-02-21 09:35:12.0"
"1002","2012-12-03","","Nifedipine xl","2013-02-21 09:35:12.0"
"1003","2012-12-03","","Niferex","2013-02-21 09:35:12.0"
"1004","2012-12-03","","Niospan","2013-02-21 09:35:12.0"
"1005","2012-12-03","","Nitro","2013-02-21 09:35:12.0"
"1006","2012-12-03","","Nitro dur","2013-02-21 09:35:12.0"
"1007","2012-12-03","","Nitro-bid","2013-02-21 09:35:12.0"
"1008","2012-12-03","","Nitro-spray","2013-02-21 09:35:12.0"
"1009","2012-12-03","","Nitrobid","2013-02-21 09:35:12.0"
"1010","2012-12-03","","Nitrofurant macro","2013-02-21 09:35:12.0"
"1011","2012-12-03","","Nitrofurantoin","2013-02-21 09:35:12.0"
"1012","2012-12-03","","Nitroglycerin","2013-02-21 09:35:12.0"
"1013","2012-12-03","","Nitroquick","2013-02-21 09:35:12.0"
"1014","2012-12-03","","Nitrostat","2013-02-21 09:35:12.0"
"1015","2012-12-03","","Nitrotab","2013-02-21 09:35:12.0"
"1016","2012-12-03","","Nizatidine","2013-02-21 09:35:12.0"
"1017","2012-12-03","","Nizoral","2013-02-21 09:35:12.0"
"1018","2012-12-03","","No doz","2013-02-21 09:35:12.0"
"1019","2012-12-03","","Norco","2013-02-21 09:35:12.0"
"1020","2012-12-03","","Norflex","2013-02-21 09:35:12.0"
"1021","2012-12-03","","Norfloxacin","2013-02-21 09:35:12.0"
"1022","2012-12-03","","Norgesic forte","2013-02-21 09:35:12.0"
"1023","2012-12-03","","Normal saline","2013-02-21 09:35:12.0"
"1024","2012-12-03","","Norpace","2013-02-21 09:35:12.0"
"1025","2012-12-03","","Nortriptyline","2013-02-21 09:35:12.0"
"1026","2012-12-03","","Norvasc","2013-02-21 09:35:12.0"
"1027","2012-12-03","","Novasen","2013-02-21 09:35:12.0"
"1028","2012-12-03","","Novocaine","2013-02-21 09:35:12.0"
"1029","2012-12-03","","Novolin n","2013-02-21 09:35:12.0"
"1030","2012-12-03","","Novolin r","2013-02-21 09:35:12.0"
"1031","2012-12-03","","Novolog","2013-02-21 09:35:12.0"
"1032","2012-12-03","","Nu-iron","2013-02-21 09:35:12.0"
"1033","2012-12-03","","Nulev","2013-02-21 09:35:12.0"
"1034","2012-12-03","","Nulytely","2013-02-21 09:35:12.0"
"1035","2012-12-03","","Nyquil","2013-02-21 09:35:12.0"
"1036","2012-12-03","","Nystatin","2013-02-21 09:35:12.0"
"1037","2012-12-03","","Occupress","2013-02-21 09:35:12.0"
"1038","2012-12-03","","Ocean nasal","2013-02-21 09:35:12.0"
"1039","2012-12-03","","Ocuvite","2013-02-21 09:35:12.0"
"1040","2012-12-03","","Ocuvite lutein","2013-02-21 09:35:12.0"
"1041","2012-12-03","","Ocuvite preservision","2013-02-21 09:35:12.0"
"1042","2012-12-03","","Ofloxacin","2013-02-21 09:35:12.0"
"1043","2012-12-03","","Olanzapine","2013-02-21 09:35:12.0"
"1044","2012-12-03","","Omacor","2013-02-21 09:35:12.0"
"1045","2012-12-03","","Omega 3-6-9","2013-02-21 09:35:12.0"
"1046","2012-12-03","","Omega-3","2013-02-21 09:35:12.0"
"1047","2012-12-03","","Omeprazole","2013-02-21 09:35:12.0"
"1048","2012-12-03","","Omnicef","2013-02-21 09:35:12.0"
"1049","2012-12-03","","Ondansetron","2013-02-21 09:35:12.0"
"1050","2012-12-03","","Optipranolol","2013-02-21 09:35:12.0"
"1051","2012-12-03","","Orthovisc","2013-02-21 09:35:12.0"
"1052","2012-12-03","","Os-cal","2013-02-21 09:35:12.0"
"1053","2012-12-03","","Oscal","2013-02-21 09:35:12.0"
"1054","2012-12-03","","Oscal d","2013-02-21 09:35:12.0"
"1055","2012-12-03","","Osteo bi-flex","2013-02-21 09:35:12.0"
"1056","2012-12-03","","Osteomax","2013-02-21 09:35:12.0"
"1057","2012-12-03","","Oxaprozin","2013-02-21 09:35:12.0"
"1058","2012-12-03","","Oxazepam","2013-02-21 09:35:12.0"
"1059","2012-12-03","","Oxcarbazepine","2013-02-21 09:35:12.0"
"1060","2012-12-03","","Oxistat","2013-02-21 09:35:12.0"
"1061","2012-12-03","","Oxitriptan","2013-02-21 09:35:12.0"
"1062","2012-12-03","","Oxybutin","2013-02-21 09:35:12.0"
"1063","2012-12-03","","Oxybutynin","2013-02-21 09:35:12.0"
"1064","2012-12-03","","Oxybutynine","2013-02-21 09:35:12.0"
"1065","2012-12-03","","Oxycodone","2013-02-21 09:35:12.0"
"1066","2012-12-03","","Oxycontin","2013-02-21 09:35:12.0"
"1067","2012-12-03","","Oxygen","2013-02-21 09:35:12.0"
"1068","2012-12-03","","Oxytrol","2013-02-21 09:35:12.0"
"1069","2012-12-03","","Oysco","2013-02-21 09:35:12.0"
"1070","2012-12-03","","Oyst-cal","2013-02-21 09:35:12.0"
"1071","2012-12-03","","Oyster shell calcium","2013-02-21 09:35:12.0"
"1072","2012-12-03","","Paba","2013-02-21 09:35:12.0"
"1073","2012-12-03","","Pacerone","2013-02-21 09:35:12.0"
"1074","2012-12-03","","Pamelor","2013-02-21 09:35:12.0"
"1075","2012-12-03","","Pamine","2013-02-21 09:35:12.0"
"1076","2012-12-03","","Pancrelipase","2013-02-21 09:35:12.0"
"1077","2012-12-03","","Pantethine","2013-02-21 09:35:12.0"
"1078","2012-12-03","","Pantoloc","2013-02-21 09:35:12.0"
"1079","2012-12-03","","Pantoprazole","2013-02-21 09:35:12.0"
"1080","2012-12-03","","Pantoprazole sodium","2013-02-21 09:35:12.0"
"1081","2012-12-03","","Pantothenic acid","2013-02-21 09:35:12.0"
"1082","2012-12-03","","Papain","2013-02-21 09:35:12.0"
"1083","2012-12-03","","Papaverine","2013-02-21 09:35:12.0"
"1084","2012-12-03","","Papaya enzyme","2013-02-21 09:35:12.0"
"1085","2012-12-03","","Pariet","2013-02-21 09:35:12.0"
"1086","2012-12-03","","Paroxetine","2013-02-21 09:35:12.0"
"1087","2012-12-03","","Pataday","2013-02-21 09:35:12.0"
"1088","2012-12-03","","Patanol","2013-02-21 09:35:12.0"
"1089","2012-12-03","","Paxil","2013-02-21 09:35:12.0"
"1090","2012-12-03","","Paxil cr","2013-02-21 09:35:12.0"
"1091","2012-12-03","","Penicillin","2013-02-21 09:35:12.0"
"1092","2012-12-03","","Penicillin v potassium","2013-02-21 09:35:12.0"
"1093","2012-12-03","","Penicillin vk","2013-02-21 09:35:12.0"
"1094","2012-12-03","","Penlac","2013-02-21 09:35:12.0"
"1095","2012-12-03","","Pentasa","2013-02-21 09:35:12.0"
"1096","2012-12-03","","Pentoxifylline","2013-02-21 09:35:12.0"
"1097","2012-12-03","","Pepcid","2013-02-21 09:35:12.0"
"1098","2012-12-03","","Pepcid ac","2013-02-21 09:35:12.0"
"1099","2012-12-03","","Pepcid complete","2013-02-21 09:35:12.0"
"1100","2012-12-03","","Pepto bismol","2013-02-21 09:35:12.0"
"1101","2012-12-03","","Percocet","2013-02-21 09:35:12.0"
"1102","2012-12-03","","Periostat","2013-02-21 09:35:12.0"
"1103","2012-12-03","","Permethrin","2013-02-21 09:35:12.0"
"1104","2012-12-03","","Perphenazine","2013-02-21 09:35:12.0"
"1105","2012-12-03","","Persantine","2013-02-21 09:35:12.0"
"1106","2012-12-03","","Phazyme","2013-02-21 09:35:12.0"
"1107","2012-12-03","","Phenazopyridine","2013-02-21 09:35:12.0"
"1108","2012-12-03","","Phenergan","2013-02-21 09:35:12.0"
"1109","2012-12-03","","Phentermine","2013-02-21 09:35:12.0"
"1110","2012-12-03","","Phenylbutazone","2013-02-21 09:35:12.0"
"1111","2012-12-03","","Phenylephrine","2013-02-21 09:35:12.0"
"1112","2012-12-03","","Phenytoin","2013-02-21 09:35:12.0"
"1113","2012-12-03","","Phillips milk of magnesia","2013-02-21 09:35:12.0"
"1114","2012-12-03","","Phosphatidyl choline","2013-02-21 09:35:12.0"
"1115","2012-12-03","","Phosphatidyl serine","2013-02-21 09:35:12.0"
"1116","2012-12-03","","Phospho-soda","2013-02-21 09:35:12.0"
"1117","2012-12-03","","Phosphoric acid","2013-02-21 09:35:12.0"
"1118","2012-12-03","","Phosphorus","2013-02-21 09:35:12.0"
"1119","2012-12-03","","Pico-salax","2013-02-21 09:35:12.0"
"1120","2012-12-03","","Pilocarpine","2013-02-21 09:35:12.0"
"1121","2012-12-03","","Pindolol","2013-02-21 09:35:12.0"
"1122","2012-12-03","","Piroxicam","2013-02-21 09:35:12.0"
"1123","2012-12-03","","Plaquenil","2013-02-21 09:35:12.0"
"1124","2012-12-03","","Plavix","2013-02-21 09:35:12.0"
"1125","2012-12-03","","Plendil","2013-02-21 09:35:12.0"
"1126","2012-12-03","","Plendil er","2013-02-21 09:35:12.0"
"1127","2012-12-03","","Pletal","2013-02-21 09:35:12.0"
"1128","2012-12-03","","Pneumococcal vaccine","2013-02-21 09:35:12.0"
"1129","2012-12-03","","Pneumovax","2013-02-21 09:35:12.0"
"1130","2012-12-03","","Pneumovax 23","2013-02-21 09:35:12.0"
"1131","2012-12-03","","Poly-iron","2013-02-21 09:35:12.0"
"1132","2012-12-03","","Polytrim","2013-02-21 09:35:12.0"
"1133","2012-12-03","","Ponaris","2013-02-21 09:35:12.0"
"1134","2012-12-03","","Potassium","2013-02-21 09:35:12.0"
"1135","2012-12-03","","Potassium chloride","2013-02-21 09:35:12.0"
"1136","2012-12-03","","Potassium citrate","2013-02-21 09:35:12.0"
"1137","2012-12-03","","Potassium gluconate","2013-02-21 09:35:12.0"
"1138","2012-12-03","","Pramipexole dihydrochloride","2013-02-21 09:35:12.0"
"1139","2012-12-03","","Prandin","2013-02-21 09:35:12.0"
"1140","2012-12-03","","Pravachol","2013-02-21 09:35:12.0"
"1141","2012-12-03","","Pravacol","2013-02-21 09:35:12.0"
"1142","2012-12-03","","Pravastatin","2013-02-21 09:35:12.0"
"1143","2012-12-03","","Pred forte","2013-02-21 09:35:12.0"
"1144","2012-12-03","","Prednisolone","2013-02-21 09:35:12.0"
"1145","2012-12-03","","Prednisone","2013-02-21 09:35:12.0"
"1146","2012-12-03","","Prelief","2013-02-21 09:35:12.0"
"1147","2012-12-03","","Premaril","2013-02-21 09:35:12.0"
"1148","2012-12-03","","Premarin","2013-02-21 09:35:12.0"
"1149","2012-12-03","","Prempro","2013-02-21 09:35:12.0"
"1150","2012-12-03","","Preparation h","2013-02-21 09:35:12.0"
"1151","2012-12-03","","Prevacid","2013-02-21 09:35:12.0"
"1152","2012-12-03","","Prevalite","2013-02-21 09:35:12.0"
"1153","2012-12-03","","Prevpac","2013-02-21 09:35:12.0"
"1154","2012-12-03","","Prilosec","2013-02-21 09:35:12.0"
"1155","2012-12-03","","Primidone","2013-02-21 09:35:12.0"
"1156","2012-12-03","","Prinivil","2013-02-21 09:35:12.0"
"1157","2012-12-03","","Prinzide","2013-02-21 09:35:12.0"
"1158","2012-12-03","","Proair","2013-02-21 09:35:12.0"
"1159","2012-12-03","","Proamatine","2013-02-21 09:35:12.0"
"1160","2012-12-03","","Probenecid","2013-02-21 09:35:12.0"
"1161","2012-12-03","","Probiotica","2013-02-21 09:35:12.0"
"1162","2012-12-03","","Procardia","2013-02-21 09:35:12.0"
"1163","2012-12-03","","Procardia xl","2013-02-21 09:35:12.0"
"1164","2012-12-03","","Prochlorperazine","2013-02-21 09:35:12.0"
"1165","2012-12-03","","Prochlorperazine maleate","2013-02-21 09:35:12.0"
"1166","2012-12-03","","Procrit","2013-02-21 09:35:12.0"
"1167","2012-12-03","","Progestin","2013-02-21 09:35:12.0"
"1168","2012-12-03","","Promethazine","2013-02-21 09:35:12.0"
"1169","2012-12-03","","Promethazine dm","2013-02-21 09:35:12.0"
"1170","2012-12-03","","Prometrium","2013-02-21 09:35:12.0"
"1171","2012-12-03","","Propafenone","2013-02-21 09:35:12.0"
"1172","2012-12-03","","Propafenone hcl","2013-02-21 09:35:12.0"
"1173","2012-12-03","","Propanolol","2013-02-21 09:35:12.0"
"1174","2012-12-03","","Propofol","2013-02-21 09:35:12.0"
"1175","2012-12-03","","Propoxyphene","2013-02-21 09:35:12.0"
"1176","2012-12-03","","Propranolol","2013-02-21 09:35:12.0"
"1177","2012-12-03","","Proscar","2013-02-21 09:35:12.0"
"1178","2012-12-03","","Prosom","2013-02-21 09:35:12.0"
"1179","2012-12-03","","Protamine","2013-02-21 09:35:12.0"
"1180","2012-12-03","","Protegra","2013-02-21 09:35:12.0"
"1181","2012-12-03","","Protonix","2013-02-21 09:35:12.0"
"1182","2012-12-03","","Protopic","2013-02-21 09:35:12.0"
"1183","2012-12-03","","Proventil","2013-02-21 09:35:12.0"
"1184","2012-12-03","","Provera","2013-02-21 09:35:12.0"
"1185","2012-12-03","","Provigil","2013-02-21 09:35:12.0"
"1186","2012-12-03","","Provisc","2013-02-21 09:35:12.0"
"1187","2012-12-03","","Prozac","2013-02-21 09:35:12.0"
"1188","2012-12-03","","Pseudoephedrine","2013-02-21 09:35:12.0"
"1189","2012-12-03","","Pseudophed","2013-02-21 09:35:12.0"
"1190","2012-12-03","","Psyllium husk","2013-02-21 09:35:12.0"
"1191","2012-12-03","","Pulmicort","2013-02-21 09:35:12.0"
"1192","2012-12-03","","Pulmozyme","2013-02-21 09:35:12.0"
"1193","2012-12-03","","Pygeum","2013-02-21 09:35:12.0"
"1194","2012-12-03","","Pyridium","2013-02-21 09:35:12.0"
"1195","2012-12-03","","Pyridostigmine","2013-02-21 09:35:12.0"
"1196","2012-12-03","","Pyridoxine","2013-02-21 09:35:12.0"
"1197","2012-12-03","","Quercetin","2013-02-21 09:35:12.0"
"1198","2012-12-03","","Questran light","2013-02-21 09:35:12.0"
"1199","2012-12-03","","Quetiapine","2013-02-21 09:35:12.0"
"1200","2012-12-03","","Quinapril","2013-02-21 09:35:12.0"
"1201","2012-12-03","","Quinidine sulfate","2013-02-21 09:35:12.0"
"1202","2012-12-03","","Quinine","2013-02-21 09:35:12.0"
"1203","2012-12-03","","Qvar","2013-02-21 09:35:12.0"
"1204","2012-12-03","","Rabeprazole","2013-02-21 09:35:12.0"
"1205","2012-12-03","","Raloxifene","2013-02-21 09:35:12.0"
"1206","2012-12-03","","Ramipril","2013-02-21 09:35:12.0"
"1207","2012-12-03","","Ranexa","2013-02-21 09:35:12.0"
"1208","2012-12-03","","Ranitidine","2013-02-21 09:35:12.0"
"1209","2012-12-03","","Ranitidine hcl","2013-02-21 09:35:12.0"
"1210","2012-12-03","","Rantidine","2013-02-21 09:35:12.0"
"1211","2012-12-03","","Razadyne","2013-02-21 09:35:12.0"
"1212","2012-12-03","","Razadyne er","2013-02-21 09:35:12.0"
"1213","2012-12-03","","Refresh","2013-02-21 09:35:12.0"
"1214","2012-12-03","","Refresh plus","2013-02-21 09:35:12.0"
"1215","2012-12-03","","Refresh pm","2013-02-21 09:35:12.0"
"1216","2012-12-03","","Reglan","2013-02-21 09:35:12.0"
"1217","2012-12-03","","Relafen","2013-02-21 09:35:12.0"
"1218","2012-12-03","","Reliv","2013-02-21 09:35:12.0"
"1219","2012-12-03","","Remeron","2013-02-21 09:35:12.0"
"1220","2012-12-03","","Remifemin","2013-02-21 09:35:12.0"
"1221","2012-12-03","","Reminyl","2013-02-21 09:35:12.0"
"1222","2012-12-03","","Renagel","2013-02-21 09:35:12.0"
"1223","2012-12-03","","Requip","2013-02-21 09:35:12.0"
"1224","2012-12-03","","Restasis","2013-02-21 09:35:12.0"
"1225","2012-12-03","","Restoril","2013-02-21 09:35:12.0"
"1226","2012-12-03","","Rhinocort","2013-02-21 09:35:12.0"
"1227","2012-12-03","","Rifampin","2013-02-21 09:35:12.0"
"1228","2012-12-03","","Risperdal","2013-02-21 09:35:12.0"
"1229","2012-12-03","","Risperidone","2013-02-21 09:35:12.0"
"1230","2012-12-03","","Ritalin","2013-02-21 09:35:12.0"
